File,Origin,Author,License,Comment
STS-129_Atlantis_Ready_to_Fly.jpg,https://commons.wikimedia.org/wiki/File:STS-129_Atlantis_Ready_to_Fly.jpg,NASA/Bill Ingalls,Public Domain,None
